min_value,year,nodes,edges,density,avg_degree,avg_clustering,modularity,n_communities,jaccard_prev,edge_jaccard_prev,node_jaccard_prev,births,deaths
5,2019,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0
5,2020,0,0,0.0,0.0,0.0,0.0,0,1.0,1.0,1.0,0,0
5,2021,5,4,0.4,1.6,0.0,0.0,1,0.0,0.0,0.0,5,0
5,2022,10,14,0.3111111111111111,2.8,0.32274251317323505,0.07920465054828908,3,0.2857142857142857,0.2857142857142857,0.5,5,0
5,2023,14,26,0.2857142857142857,3.7142857142857144,0.2503233678463764,0.07972377541291967,2,0.2903225806451613,0.2903225806451613,0.5,6,2
5,2024,27,66,0.18803418803418803,4.888888888888889,0.2306137941303588,0.14753947148585428,4,0.3142857142857143,0.3142857142857143,0.4642857142857143,14,1
5,2025,20,35,0.18421052631578946,3.5,0.20866231918498337,0.22260244490358125,3,0.3835616438356164,0.3835616438356164,0.6206896551724138,2,9
5,2026,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,20
